0.1,0.8128694828559273,100,0.66, 0.0, 0.63, -0.33
0.3,1.319379634069426,100,0.86, -0.0, 0.74, -0.43
0.5,2.4331251985900653,100,1.24, -0.0, 0.97, -0.62
0.7,4.393927040352046,100,1.91, 0.0, 1.39, -0.95
0.9,6.126625052723039,100,2.71, 0.0, 1.92, -1.35
1.1,6.959354185162471,100,3.69, 0.6, 2.59, -1.72
1.3,5.871761544022965,100,3.79, -0.27, 2.54, -1.75
1.5,6.098428436011616,100,3.68, -0.24, 3.8, -1.19
1.7,7.090097874561948,100,4.16, -1.84, 2.69, -2.72
1.9,7.646572834800575,100,5.4, -2.11, 4.37, -5.4
2.1,4.525628824311449,100,3.89, -0.59, 1.88, 0.57
2.3,8.677844021235652,100,4.37, -2.35, 2.44, -2.15
2.5,9.767837938900229,100,6.87, -2.87, 5.47, -4.93
2.7,8.245862148132005,100,6.51, 0.87, 7.42, 0.95
2.9,9.465507069982507,100,10.38, 3.04, 7.48, -1.41
3.1,9.26100830573692,100,6.18, -3.07, 6.67, -4.1
3.3,6.478703427238843,100,8.1, 1.95, 10.89, -6.69
3.5,9.627016193130501,100,9.22, -3.03, 3.07, -2.86
3.7,8.253145164385431,100,15.56, 3.97, 13.43, -8.14
3.9,9.445960087278165,100,16.16, 4.03, 11.46, -3.17
4.1,5.733458793127675,100,16.79, 0.73, 4.16, -10.32
4.3,5.800941618294694,100,17.47, 0.6, 4.43, -10.84
4.5,5.8474696706209945,100,18.19, 0.51, 4.66, -11.36
4.7,5.881483768464982,100,18.94, 0.45, 4.88, -11.9
4.9,5.9069610874613945,100,19.71, 0.4, 5.09, -12.42
5.1,5.926372735498384,100,20.49, 0.36, 5.3, -12.95
5.3,5.94136294629935,100,21.27, 0.34, 5.5, -13.47
5.5,5.953063196426794,100,22.06, 0.31, 5.71, -13.99
5.7,5.9622713305043895,100,22.84, 0.29, 5.91, -14.5
5.9,5.969563341064995,100,23.62, 0.27, 6.12, -15.01
6.1,5.975365525745531,100,24.4, 0.25, 6.32, -15.51
6.3,5.980000618874476,100,25.18, 0.23, 6.53, -16.0
6.5,5.983716569192126,100,25.95, 0.2, 6.73, -16.48
6.7,5.986704475846525,100,26.7, 0.17, 6.94, -16.96
6.9,5.989110930886611,100,27.45, 0.13, 7.14, -17.43
7.1,5.991048277453548,100,28.19, 0.09, 7.34, -17.89
7.3,5.992603899961338,100,28.92, 0.05, 7.54, -18.35
7.5,5.9938479271722676,100,29.64, 0.01, 7.74, -18.79
7.7,5.994838519906402,100,30.34, -0.04, 7.93, -19.23
7.9,5.995624728326325,100,31.03, -0.1, 8.12, -19.67
8.1,5.996247720420433,100,31.71, -0.16, 8.31, -20.09
8.3,5.996741400387599,100,32.38, -0.22, 8.49, -20.52
8.5,5.997133089485762,100,33.04, -0.29, 8.68, -20.93
8.7,5.997444443862889,100,33.7, -0.35, 8.86, -21.35
8.9,5.997692483401664,100,34.35, -0.42, 9.04, -21.76
9.1,5.997890558737543,100,34.99, -0.49, 9.22, -22.17
9.3,5.998049160783852,100,35.63, -0.56, 9.4, -22.57
9.5,5.998176557387662,100,36.26, -0.63, 9.58, -22.98
9.7,5.998279282580265,100,36.9, -0.7, 9.76, -23.38
9.9,5.998362512464542,100,37.53, -0.77, 9.94, -23.79
10.1,5.998430356112795,100,38.16, -0.83, 10.13, -24.19
10.3,5.998486081819818,100,38.79, -0.89, 10.31, -24.59
10.5,5.99853229309951,100,39.41, -0.95, 10.5, -25.0
10.7,5.998571065254707,100,40.04, -1.0, 10.69, -25.4
10.9,5.998604051247812,100,40.66, -1.06, 10.88, -25.8
11.1,5.998632564092488,100,41.28, -1.11, 11.07, -26.21
11.3,5.998657641633939,100,41.91, -1.16, 11.26, -26.61
11.5,5.9986800982806345,100,42.53, -1.2, 11.45, -27.02
11.7,5.998700567048762,100,43.15, -1.25, 11.65, -27.42
11.9,5.998719534266917,100,43.77, -1.29, 11.84, -27.83
12.1,5.998737368513178,100,44.39, -1.32, 12.04, -28.23
12.3,5.9987543448211795,100,45.0, -1.36, 12.23, -28.64
12.5,5.998770664859946,100,45.62, -1.4, 12.43, -29.04
12.7,5.998786473609737,100,46.24, -1.43, 12.63, -29.45
12.9,5.99880187296856,100,46.86, -1.46, 12.82, -29.86
13.1,5.998816932686168,100,47.47, -1.49, 13.02, -30.26
13.3,5.998831699003734,100,48.09, -1.52, 13.22, -30.67
13.5,5.998846201359946,100,48.71, -1.54, 13.42, -31.07
13.7,5.998860457500509,100,49.32, -1.57, 13.61, -31.48
13.9,5.998874477296554,100,49.94, -1.59, 13.81, -31.89
14.1,5.9988882655403675,100,50.55, -1.62, 14.01, -32.29
14.3,5.998901823947159,100,51.17, -1.64, 14.21, -32.7
14.5,5.99891515255253,100,51.78, -1.66, 14.41, -33.11
14.7,5.998928250658886,100,52.39, -1.68, 14.61, -33.51
14.9,5.9989411174517855,100,53.01, -1.7, 14.81, -33.92
15.1,5.998953752379827,100,53.62, -1.72, 15.0, -34.32
15.3,5.9989661553689615,100,54.24, -1.74, 15.2, -34.73
15.5,5.998978326923918,100,54.85, -1.76, 15.4, -35.14
15.7,5.998990268155275,100,55.46, -1.77, 15.6, -35.54
15.9,5.999001980759619,100,56.08, -1.79, 15.8, -35.95
16.1,5.999013466972135,100,56.69, -1.81, 16.0, -36.35
16.3,5.999024729504807,100,57.3, -1.82, 16.2, -36.76
16.5,5.999035771478994,100,57.91, -1.84, 16.4, -37.16
16.7,5.999046596358007,100,58.53, -1.85, 16.6, -37.57
16.9,5.999057207883118,100,59.14, -1.87, 16.8, -37.98
17.1,5.999067610014847,100,59.75, -1.88, 17.0, -38.38
17.3,5.999077806880456,100,60.36, -1.89, 17.2, -38.79
17.5,5.999087802727848,100,60.97, -1.91, 17.4, -39.19
17.7,5.999097601885715,100,61.59, -1.92, 17.6, -39.6
17.9,5.999107208729494,100,62.2, -1.93, 17.8, -40.0
18.1,5.9991166276526275,100,62.81, -1.95, 18.0, -40.41
18.3,5.999125863042531,100,63.42, -1.96, 18.2, -40.81
18.5,5.9991349192607,100,64.03, -1.97, 18.4, -41.22
18.7,5.9991438006264035,100,64.64, -1.98, 18.59, -41.62
18.9,5.999152511403473,100,65.25, -1.99, 18.79, -42.03
19.1,5.999161055789719,100,65.86, -2.0, 18.99, -42.43
19.3,5.999169437908592,100,66.47, -2.01, 19.19, -42.84
19.5,5.999177661802733,100,67.08, -2.02, 19.39, -43.24
19.7,5.999185731429107,100,67.69, -2.03, 19.59, -43.65
19.9,5.9991936506554735,100,68.3, -2.04, 19.79, -44.05
